Episode 0, Reward: 32.0
Episode 301, Reward: 150.0
Episode 280, Reward: 220.0
Episode 227, Reward: 126.0
Episode 297, Reward: 144.0
Episode 668, Reward: 70.0
Episode 693, Reward: 33.0
Episode 181, Reward: 348.0
Episode 694, Reward: 22.0
Episode 695, Reward: 24.0
Episode 938, Reward: 87.0
Episode 669, Reward: 70.0
Episode 696, Reward: 36.0
Episode 228, Reward: 119.0
Episode 670, Reward: 64.0
Episode 697, Reward: 28.0
Episode 302, Reward: 164.0
Episode 298, Reward: 165.0
Episode 698, Reward: 34.0
Episode 939, Reward: 93.0
Episode 699, Reward: 26.0
Episode 281, Reward: 211.0
Episode 671, Reward: 85.0
Episode 940, Reward: 72.0
Episode 229, Reward: 119.0
Episode 700, Reward: 35.0
Episode 701, Reward: 28.0
Episode 672, Reward: 64.0
Episode 941, Reward: 74.0
Episode 702, Reward: 26.0
Episode 299, Reward: 144.0
Episode 182, Reward: 312.0
Episode 673, Reward: 53.0
Episode 303, Reward: 180.0
Episode 230, Reward: 114.0
Episode 703, Reward: 39.0
Episode 942, Reward: 64.0
Episode 704, Reward: 21.0
Episode 705, Reward: 26.0
Episode 674, Reward: 71.0
Episode 300, Reward: 130.0
Episode 706, Reward: 38.0
Episode 282, Reward: 236.0
Episode 943, Reward: 78.0
Episode 675, Reward: 63.0
Episode 231, Reward: 107.0
Episode 707, Reward: 29.0
Episode 944, Reward: 65.0
Episode 708, Reward: 30.0
Episode 304, Reward: 164.0
Episode 676, Reward: 72.0
Episode 709, Reward: 35.0
Episode 301, Reward: 146.0
Episode 945, Reward: 70.0
Episode 232, Reward: 118.0
Episode 710, Reward: 37.0
Episode 677, Reward: 72.0
Episode 946, Reward: 64.0
Episode 711, Reward: 27.0
Episode 305, Reward: 151.0
Episode 283, Reward: 227.0
Episode 712, Reward: 30.0
Episode 678, Reward: 70.0
Episode 302, Reward: 142.0
Episode 947, Reward: 71.0
Episode 233, Reward: 124.0
Episode 713, Reward: 37.0
Episode 714, Reward: 31.0
Episode 948, Reward: 76.0
Episode 679, Reward: 80.0
Episode 306, Reward: 166.0
Episode 715, Reward: 38.0
Episode 183, Reward: 500.0
Episode 303, Reward: 137.0
Episode 234, Reward: 123.0
Episode 716, Reward: 33.0
Episode 680, Reward: 72.0
Episode 949, Reward: 65.0
Episode 717, Reward: 30.0
Episode 284, Reward: 186.0
Episode 950, Reward: 61.0
Episode 718, Reward: 42.0
Episode 681, Reward: 67.0
Episode 719, Reward: 21.0
Episode 235, Reward: 108.0
Episode 720, Reward: 34.0
Episode 307, Reward: 163.0
Episode 304, Reward: 157.0
Episode 682, Reward: 67.0
Episode 951, Reward: 80.0
Episode 721, Reward: 33.0
Episode 722, Reward: 33.0
Episode 683, Reward: 58.0
Episode 952, Reward: 77.0
Episode 236, Reward: 119.0
Episode 723, Reward: 31.0
Episode 285, Reward: 194.0
Episode 724, Reward: 35.0
Episode 684, Reward: 67.0
Episode 725, Reward: 41.0
Episode 953, Reward: 98.0
Episode 305, Reward: 184.0
Episode 308, Reward: 183.0
Episode 726, Reward: 33.0
Episode 237, Reward: 116.0
Episode 685, Reward: 63.0
Episode 727, Reward: 29.0
Episode 728, Reward: 32.0
Episode 954, Reward: 113.0
Episode 686, Reward: 63.0
Episode 184, Reward: 500.0
Episode 306, Reward: 146.0
Episode 729, Reward: 39.0
Episode 730, Reward: 37.0
Episode 238, Reward: 127.0
Episode 687, Reward: 64.0
Episode 309, Reward: 180.0
Episode 731, Reward: 38.0
Episode 955, Reward: 107.0
Episode 688, Reward: 57.0
Episode 732, Reward: 33.0
Episode 307, Reward: 162.0
Episode 733, Reward: 40.0
Episode 239, Reward: 124.0
Episode 689, Reward: 65.0
Episode 956, Reward: 105.0
Episode 734, Reward: 47.0
Episode 287, Reward: 232.0
Episode 690, Reward: 71.0
Episode 735, Reward: 29.0
Episode 310, Reward: 160.0
Episode 308, Reward: 138.0
Episode 736, Reward: 35.0
Episode 957, Reward: 111.0
Episode 691, Reward: 53.0
Episode 737, Reward: 29.0
Episode 240, Reward: 134.0
Episode 738, Reward: 45.0
Episode 692, Reward: 61.0
Episode 958, Reward: 96.0
Episode 739, Reward: 41.0
Episode 693, Reward: 59.0
Episode 309, Reward: 154.0
Episode 311, Reward: 155.0
Episode 241, Reward: 122.0
Episode 740, Reward: 40.0
Episode 288, Reward: 210.0
Episode 959, Reward: 88.0
Episode 694, Reward: 58.0
Episode 741, Reward: 33.0
Episode 185, Reward: 496.0
Episode 742, Reward: 37.0
Episode 695, Reward: 63.0
Episode 960, Reward: 94.0
Episode 310, Reward: 157.0
Episode 743, Reward: 37.0
Episode 696, Reward: 54.0
Episode 242, Reward: 129.0
Episode 312, Reward: 151.0
Episode 744, Reward: 32.0
Episode 961, Reward: 84.0
Episode 697, Reward: 63.0
Episode 745, Reward: 43.0
Episode 311, Reward: 150.0
Episode 746, Reward: 50.0
Episode 698, Reward: 64.0
Episode 962, Reward: 85.0
Episode 243, Reward: 120.0
Episode 313, Reward: 157.0
Episode 747, Reward: 41.0
Episode 699, Reward: 59.0
Episode 963, Reward: 53.0
Episode 748, Reward: 47.0
Episode 186, Reward: 299.0
Episode 289, Reward: 336.0
Episode 964, Reward: 52.0
Episode 312, Reward: 139.0
Episode 700, Reward: 56.0
Episode 749, Reward: 49.0
Episode 244, Reward: 122.0
Episode 314, Reward: 149.0
Episode 965, Reward: 50.0
Episode 750, Reward: 42.0
Episode 701, Reward: 74.0
Episode 751, Reward: 51.0
Episode 966, Reward: 67.0
Episode 702, Reward: 65.0
Episode 752, Reward: 40.0
Episode 245, Reward: 129.0
Episode 313, Reward: 158.0
Episode 967, Reward: 64.0
Episode 703, Reward: 60.0
Episode 753, Reward: 52.0
Episode 290, Reward: 217.0
Episode 315, Reward: 143.0
Episode 754, Reward: 45.0
Episode 968, Reward: 60.0
Episode 704, Reward: 63.0
Episode 969, Reward: 51.0
Episode 314, Reward: 138.0
Episode 246, Reward: 123.0
Episode 755, Reward: 53.0
Episode 705, Reward: 66.0
Episode 970, Reward: 49.0
Episode 316, Reward: 170.0
Episode 706, Reward: 64.0
Episode 756, Reward: 49.0
Episode 971, Reward: 53.0
Episode 757, Reward: 52.0
Episode 707, Reward: 65.0
Episode 315, Reward: 146.0
Episode 247, Reward: 120.0
Episode 972, Reward: 46.0
Episode 758, Reward: 53.0
Episode 291, Reward: 312.0
Episode 708, Reward: 61.0
Episode 973, Reward: 51.0
Episode 187, Reward: 500.0
Episode 759, Reward: 61.0
Episode 317, Reward: 160.0
Episode 248, Reward: 123.0
Episode 316, Reward: 139.0
Episode 709, Reward: 63.0
Episode 974, Reward: 66.0
Episode 760, Reward: 63.0
Episode 975, Reward: 48.0
Episode 710, Reward: 68.0
Episode 761, Reward: 56.0
Episode 976, Reward: 54.0
Episode 318, Reward: 152.0
Episode 249, Reward: 124.0
Episode 711, Reward: 71.0
Episode 317, Reward: 164.0
Episode 762, Reward: 67.0
Episode 977, Reward: 57.0
Episode 292, Reward: 258.0
Episode 712, Reward: 59.0
Episode 978, Reward: 54.0
Episode 763, Reward: 63.0
Episode 713, Reward: 57.0
Episode 979, Reward: 53.0
Episode 250, Reward: 136.0
Episode 318, Reward: 151.0
Episode 319, Reward: 175.0
Episode 764, Reward: 49.0
Episode 980, Reward: 45.0
Episode 714, Reward: 62.0
Episode 981, Reward: 47.0
Episode 765, Reward: 67.0
Episode 715, Reward: 61.0
Episode 251, Reward: 125.0
Episode 982, Reward: 49.0
Episode 293, Reward: 234.0
Episode 766, Reward: 59.0
Episode 320, Reward: 195.0
Episode 188, Reward: 500.0
Episode 983, Reward: 53.0
Episode 716, Reward: 71.0
Episode 319, Reward: 173.0
Episode 984, Reward: 60.0
Episode 717, Reward: 78.0

Episode 767, Reward: 89.0
Episode 985, Reward: 53.0
Episode 718, Reward: 71.0
Episode 320, Reward: 160.0
Episode 321, Reward: 162.0
Episode 986, Reward: 58.0
Episode 253, Reward: 122.0
Episode 719, Reward: 65.0
Episode 987, Reward: 48.0
Episode 720, Reward: 77.0
Episode 988, Reward: 56.0
Episode 321, Reward: 164.0
Episode 254, Reward: 117.0
Episode 989, Reward: 51.0
Episode 322, Reward: 175.0
Episode 721, Reward: 80.0
Episode 990, Reward: 59.0
Episode 768, Reward: 317.0
Episode 255, Reward: 123.0
Episode 991, Reward: 49.0
Episode 722, Reward: 73.0
Episode 322, Reward: 182.0
Episode 769, Reward: 55.0
Episode 992, Reward: 59.0
Episode 294, Reward: 492.0
Episode 323, Reward: 176.0
Episode 189, Reward: 500.0
Episode 723, Reward: 71.0
Episode 770, Reward: 88.0
Episode 993, Reward: 54.0
Episode 256, Reward: 126.0
Episode 994, Reward: 57.0
Episode 724, Reward: 75.0
Episode 771, Reward: 77.0
Episode 323, Reward: 208.0
Episode 772, Reward: 53.0
Episode 995, Reward: 58.0
Episode 725, Reward: 70.0
Episode 773, Reward: 37.0
Episode 257, Reward: 130.0
Episode 324, Reward: 197.0
Episode 996, Reward: 54.0
Episode 726, Reward: 82.0
Episode 774, Reward: 56.0
Episode 997, Reward: 58.0
Episode 295, Reward: 257.0
Episode 775, Reward: 46.0
Episode 324, Reward: 206.0
Episode 998, Reward: 56.0
Episode 727, Reward: 89.0
Episode 258, Reward: 121.0
Episode 190, Reward: 321.0
Episode 776, Reward: 55.0
Episode 999, Reward: 49.0
Episode 325, Reward: 212.0
Episode 777, Reward: 48.0
Episode 728, Reward: 92.0
Episode 1000, Reward: 63.0
Episode 259, Reward: 124.0
Episode 778, Reward: 50.0
Episode 325, Reward: 211.0
Episode 1001, Reward: 54.0
Episode 779, Reward: 42.0
Episode 729, Reward: 100.0
Episode 296, Reward: 223.0
Episode 780, Reward: 42.0
Episode 1002, Reward: 51.0
Episode 191, Reward: 224.0
Episode 326, Reward: 178.0
Episode 260, Reward: 118.0
Episode 781, Reward: 50.0
Episode 1003, Reward: 56.0
Episode 730, Reward: 110.0
Episode 782, Reward: 47.0
Episode 1004, Reward: 51.0
Episode 731, Reward: 72.0
Episode 1005, Reward: 53.0
Episode 783, Reward: 48.0
Episode 261, Reward: 126.0
Episode 732, Reward: 58.0
Episode 784, Reward: 49.0
Episode 327, Reward: 178.0
Episode 297, Reward: 237.0
Episode 1006, Reward: 66.0
Episode 733, Reward: 53.0
Episode 785, Reward: 56.0
Episode 326, Reward: 304.0
Episode 734, Reward: 57.0
Episode 1007, Reward: 61.0
Episode 262, Reward: 123.0
Episode 786, Reward: 53.0
Episode 735, Reward: 45.0
Episode 1008, Reward: 61.0
Episode 192, Reward: 336.0
Episode 787, Reward: 57.0
Episode 736, Reward: 54.0
Episode 1009, Reward: 67.0
Episode 328, Reward: 191.0
Episode 788, Reward: 48.0
Episode 263, Reward: 128.0
Episode 737, Reward: 40.0
Episode 298, Reward: 265.0
Episode 1010, Reward: 62.0
Episode 327, Reward: 224.0
Episode 789, Reward: 71.0
Episode 738, Reward: 51.0
Episode 1011, Reward: 69.0
Episode 790, Reward: 50.0
Episode 264, Reward: 134.0
Episode 739, Reward: 48.0
Episode 791, Reward: 50.0
Episode 1012, Reward: 66.0
Episode 740, Reward: 54.0
Episode 329, Reward: 193.0
Episode 328, Reward: 183.0
Episode 741, Reward: 54.0
Episode 265, Reward: 120.0
Episode 1013, Reward: 65.0
Episode 793, Reward: 43.0
Episode 299, Reward: 216.0
Episode 193, Reward: 363.0
Episode 742, Reward: 48.0
Episode 794, Reward: 38.0
Episode 1014, Reward: 64.0
Episode 743, Reward: 52.0
Episode 329, Reward: 159.0
Episode 795, Reward: 44.0
Episode 1015, Reward: 67.0
Episode 744, Reward: 50.0
Episode 266, Reward: 132.0
Episode 796, Reward: 48.0
Episode 745, Reward: 57.0
Episode 1016, Reward: 70.0
Episode 797, Reward: 51.0
Episode 330, Reward: 296.0
Episode 746, Reward: 45.0
Episode 1017, Reward: 66.0
Episode 747, Reward: 52.0
Episode 330, Reward: 202.0
Episode 267, Reward: 127.0
Episode 798, Reward: 58.0
Episode 748, Reward: 49.0
Episode 300, Reward: 260.0
Episode 799, Reward: 34.0
Episode 1018, Reward: 68.0
Episode 800, Reward: 42.0
Episode 749, Reward: 58.0
Episode 801, Reward: 45.0
Episode 1019, Reward: 65.0
Episode 750, Reward: 51.0
Episode 268, Reward: 138.0
Episode 802, Reward: 40.0
Episode 751, Reward: 48.0
Episode 331, Reward: 183.0
Episode 194, Reward: 396.0
Episode 803, Reward: 53.0
Episode 752, Reward: 54.0
Episode 1021, Reward: 66.0
Episode 269, Reward: 124.0
Episode 301, Reward: 228.0
Episode 804, Reward: 47.0
Episode 753, Reward: 48.0
Episode 1022, Reward: 52.0
Episode 805, Reward: 44.0
Episode 754, Reward: 59.0
Episode 332, Reward: 186.0
Episode 1023, Reward: 56.0
Episode 806, Reward: 52.0
Episode 755, Reward: 48.0
Episode 270, Reward: 139.0
Episode 1024, Reward: 57.0
Episode 756, Reward: 50.0
Episode 807, Reward: 47.0
Episode 1025, Reward: 48.0
Episode 808, Reward: 62.0
Episode 331, Reward: 492.0
Episode 302, Reward: 212.0
Episode 757, Reward: 66.0
Episode 1026, Reward: 43.0
Episode 333, Reward: 181.0
Episode 809, Reward: 56.0
Episode 271, Reward: 125.0
Episode 758, Reward: 61.0
Episode 1027, Reward: 56.0
Episode 1028, Reward: 42.0
Episode 759, Reward: 61.0
Episode 334, Reward: 167.0
Episode 1029, Reward: 42.0
Episode 810, Reward: 161.0
Episode 272, Reward: 140.0
Episode 760, Reward: 55.0
Episode 1030, Reward: 42.0
Episode 195, Reward: 500.0
Episode 1031, Reward: 42.0
Episode 761, Reward: 65.0
Episode 335, Reward: 154.0
Episode 1032, Reward: 48.0
Episode 273, Reward: 127.0
Episode 811, Reward: 142.0
Episode 1033, Reward: 38.0
Episode 303, Reward: 336.0
Episode 812, Reward: 41.0
Episode 1034, Reward: 48.0
Episode 763, Reward: 61.0
Episode 813, Reward: 33.0
Episode 332, Reward: 469.0
Episode 1035, Reward: 47.0
Episode 764, Reward: 57.0
Episode 336, Reward: 174.0
Episode 814, Reward: 41.0
Episode 1036, Reward: 53.0
Episode 815, Reward: 29.0
Episode 274, Reward: 135.0
Episode 816, Reward: 39.0
Episode 1037, Reward: 62.0
Episode 765, Reward: 56.0
Episode 304, Reward: 238.0
Episode 817, Reward: 47.0
Episode 1038, Reward: 58.0
Episode 818, Reward: 47.0
Episode 1039, Reward: 50.0
Episode 337, Reward: 191.0
Episode 766, Reward: 73.0
Episode 275, Reward: 133.0
Episode 819, Reward: 36.0
Episode 1040, Reward: 46.0
Episode 820, Reward: 35.0
Episode 767, Reward: 74.0
Episode 1041, Reward: 40.0
Episode 196, Reward: 500.0
Episode 333, Reward: 290.0
Episode 821, Reward: 40.0
Episode 1042, Reward: 56.0
Episode 305, Reward: 212.0
Episode 276, Reward: 126.0
Episode 338, Reward: 168.0
Episode 822, Reward: 46.0
Episode 768, Reward: 94.0
Episode 1043, Reward: 55.0
Episode 334, Reward: 133.0
Episode 823, Reward: 37.0
Episode 1044, Reward: 56.0
Episode 824, Reward: 41.0
Episode 769, Reward: 97.0
Episode 335, Reward: 73.0
Episode 1045, Reward: 59.0
Episode 825, Reward: 51.0
Episode 277, Reward: 130.0
Episode 826, Reward: 31.0
Episode 1046, Reward: 39.0
Episode 770, Reward: 85.0
Episode 336, Reward: 72.0
Episode 306, Reward: 216.0
Episode 339, Reward: 177.0
Episode 1047, Reward: 48.0
Episode 827, Reward: 31.0
Episode 771, Reward: 70.0
Episode 828, Reward: 34.0
Episode 1048, Reward: 63.0
Episode 337, Reward: 72.0
Episode 278, Reward: 128.0
Episode 829, Reward: 42.0
Episode 1049, Reward: 54.0
Episode 772, Reward: 73.0
Episode 197, Reward: 433.0
Episode 338, Reward: 54.0
Episode 830, Reward: 39.0
Episode 340, Reward: 142.0
Episode 339, Reward: 52.0
Episode 1050, Reward: 52.0
Episode 831, Reward: 51.0
Episode 773, Reward: 63.0
Episode 340, Reward: 43.0
Episode 279, Reward: 124.0
Episode 832, Reward: 44.0
Episode 1051, Reward: 69.0
Episode 341, Reward: 39.0
Episode 774, Reward: 62.0
Episode 833, Reward: 44.0
Episode 342, Reward: 34.0
Episode 1052, Reward: 64.0
Episode 341, Reward: 161.0
Episode 307, Reward: 314.0
Episode 343, Reward: 28.0
Episode 834, Reward: 40.0
Episode 344, Reward: 28.0
Episode 835, Reward: 39.0
Episode 775, Reward: 82.0
Episode 280, Reward: 139.0
Episode 345, Reward: 27.0
Episode 1053, Reward: 64.0
Episode 836, Reward: 35.0
Episode 346, Reward: 37.0
Episode 837, Reward: 33.0
Episode 776, Reward: 68.0
Episode 1054, Reward: 77.0
Episode 347, Reward: 37.0
Episode 838, Reward: 36.0
Episode 342, Reward: 183.0
Episode 839, Reward: 39.0
Episode 281, Reward: 122.0
Episode 777, Reward: 78.0
Episode 348, Reward: 39.0
Episode 1055, Reward: 60.0
Episode 349, Reward: 27.0
Episode 840, Reward: 37.0
Episode 778, Reward: 68.0
Episode 350, Reward: 29.0
Episode 841, Reward: 36.0
Episode 1056, Reward: 65.0
Episode 351, Reward: 38.0
Episode 198, Reward: 500.0
Episode 282, Reward: 131.0
Episode 842, Reward: 39.0
Episode 308, Reward: 303.0
Episode 343, Reward: 165.0
Episode 352, Reward: 37.0
Episode 779, Reward: 79.0
Episode 843, Reward: 48.0
Episode 353, Reward: 32.0
Episode 1057, Reward: 70.0
Episode 844, Reward: 42.0
Episode 354, Reward: 39.0
Episode 355, Reward: 25.0
Episode 780, Reward: 74.0
Episode 845, Reward: 37.0
Episode 1058, Reward: 73.0
Episode 283, Reward: 132.0
Episode 356, Reward: 26.0
Episode 357, Reward: 30.0
Episode 846, Reward: 48.0
Episode 781, Reward: 79.0
Episode 358, Reward: 34.0
Episode 1059, Reward: 67.0
Episode 344, Reward: 160.0
Episode 359, Reward: 33.0
Episode 782, Reward: 74.0
Episode 360, Reward: 29.0
Episode 847, Reward: 60.0
Episode 309, Reward: 233.0
Episode 1060, Reward: 69.0
Episode 284, Reward: 129.0
Episode 361, Reward: 24.0
Episode 848, Reward: 36.0
Episode 783, Reward: 64.0
Episode 362, Reward: 25.0
Episode 849, Reward: 33.0
Episode 363, Reward: 29.0
Episode 1061, Reward: 83.0
Episode 784, Reward: 66.0
Episode 364, Reward: 34.0
Episode 285, Reward: 120.0
Episode 851, Reward: 47.0
Episode 365, Reward: 42.0
Episode 1062, Reward: 91.0
Episode 785, Reward: 76.0
Episode 366, Reward: 33.0
Episode 852, Reward: 50.0
Episode 199, Reward: 500.0
Episode 367, Reward: 35.0
Episode 786, Reward: 75.0
Episode 310, Reward: 241.0
Episode 346, Reward: 151.0
Episode 286, Reward: 129.0
Episode 1063, Reward: 79.0
Episode 368, Reward: 28.0
Episode 369, Reward: 27.0
Episode 787, Reward: 65.0
Episode 854, Reward: 56.0
Episode 1064, Reward: 69.0
Episode 370, Reward: 35.0
Episode 855, Reward: 46.0
Episode 371, Reward: 27.0
Episode 788, Reward: 66.0
Episode 856, Reward: 46.0
Episode 1065, Reward: 69.0
Episode 287, Reward: 139.0
Episode 372, Reward: 28.0
Episode 373, Reward: 24.0
Episode 347, Reward: 162.0
Episode 374, Reward: 15.0
Episode 857, Reward: 45.0
Episode 1066, Reward: 69.0
Episode 375, Reward: 21.0
Episode 789, Reward: 83.0
Episode 376, Reward: 32.0
Episode 377, Reward: 27.0
Episode 858, Reward: 51.0
Episode 311, Reward: 253.0
Episode 790, Reward: 74.0
Episode 1067, Reward: 69.0
Episode 378, Reward: 33.0
Episode 288, Reward: 129.0
Episode 859, Reward: 36.0
Episode 379, Reward: 21.0
Episode 860, Reward: 44.0
Episode 380, Reward: 41.0
Episode 348, Reward: 180.0
Episode 791, Reward: 76.0
Episode 1068, Reward: 74.0
Episode 381, Reward: 29.0
Episode 861, Reward: 52.0
Episode 382, Reward: 29.0
Episode 862, Reward: 42.0
Episode 792, Reward: 78.0
Episode 383, Reward: 32.0
Episode 289, Reward: 129.0
Episode 1069, Reward: 88.0
Episode 863, Reward: 38.0
Episode 384, Reward: 46.0
Episode 385, Reward: 30.0
Episode 200, Reward: 500.0
Episode 349, Reward: 187.0
Episode 1070, Reward: 73.0
Episode 864, Reward: 49.0
Episode 793, Reward: 87.0
Episode 386, Reward: 44.0
Episode 312, Reward: 269.0
Episode 387, Reward: 44.0
Episode 1071, Reward: 52.0
Episode 865, Reward: 49.0
Episode 290, Reward: 129.0
Episode 388, Reward: 39.0
Episode 866, Reward: 46.0
Episode 1072, Reward: 71.0
Episode 794, Reward: 98.0
Episode 389, Reward: 39.0
Episode 867, Reward: 38.0
Episode 390, Reward: 34.0
Episode 350, Reward: 182.0
Episode 291, Reward: 127.0
Episode 391, Reward: 40.0
Episode 1073, Reward: 86.0
Episode 868, Reward: 56.0
Episode 795, Reward: 95.0
Episode 392, Reward: 33.0
Episode 869, Reward: 34.0

Episode 393, Reward: 48.0
Episode 796, Reward: 81.0
Episode 313, Reward: 271.0
Episode 1075, Reward: 65.0
Episode 292, Reward: 136.0
Episode 394, Reward: 55.0
Episode 871, Reward: 53.0
Episode 351, Reward: 219.0
Episode 201, Reward: 365.0
Episode 1076, Reward: 72.0
Episode 395, Reward: 50.0
Episode 797, Reward: 101.0
Episode 872, Reward: 62.0
Episode 293, Reward: 117.0
Episode 396, Reward: 40.0
Episode 1077, Reward: 65.0
Episode 873, Reward: 38.0
Episode 397, Reward: 35.0
Episode 798, Reward: 78.0
Episode 874, Reward: 37.0
Episode 1078, Reward: 55.0
Episode 398, Reward: 47.0
Episode 294, Reward: 121.0
Episode 1079, Reward: 57.0
Episode 875, Reward: 38.0
Episode 399, Reward: 47.0
Episode 799, Reward: 99.0
Episode 352, Reward: 210.0
Episode 876, Reward: 38.0
Episode 400, Reward: 55.0
Episode 1080, Reward: 67.0
Episode 314, Reward: 319.0
Episode 877, Reward: 49.0
Episode 295, Reward: 120.0
Episode 800, Reward: 90.0
Episode 401, Reward: 57.0
Episode 878, Reward: 54.0
Episode 1081, Reward: 82.0
Episode 879, Reward: 52.0
Episode 801, Reward: 88.0
Episode 402, Reward: 76.0
Episode 353, Reward: 217.0
Episode 296, Reward: 125.0
Episode 1082, Reward: 61.0
Episode 880, Reward: 45.0
Episode 403, Reward: 66.0
Episode 802, Reward: 93.0
Episode 1083, Reward: 61.0
Episode 881, Reward: 43.0
Episode 202, Reward: 500.0
Episode 404, Reward: 74.0
Episode 882, Reward: 52.0
Episode 1084, Reward: 59.0
Episode 297, Reward: 123.0
Episode 315, Reward: 239.0
Episode 883, Reward: 35.0
Episode 803, Reward: 98.0
Episode 405, Reward: 74.0
Episode 354, Reward: 160.0
Episode 884, Reward: 33.0
Episode 1085, Reward: 79.0
Episode 885, Reward: 31.0
Episode 406, Reward: 67.0
Episode 804, Reward: 72.0
Episode 886, Reward: 37.0
Episode 298, Reward: 127.0
Episode 887, Reward: 36.0
Episode 1086, Reward: 74.0
Episode 805, Reward: 61.0
Episode 407, Reward: 89.0
Episode 888, Reward: 39.0
Episode 1087, Reward: 75.0
Episode 889, Reward: 40.0
Episode 806, Reward: 55.0
Episode 355, Reward: 189.0
Episode 890, Reward: 34.0
Episode 408, Reward: 79.0
Episode 316, Reward: 251.0
Episode 807, Reward: 50.0
Episode 299, Reward: 142.0
Episode 1088, Reward: 61.0
Episode 891, Reward: 42.0
Episode 808, Reward: 47.0
Episode 409, Reward: 85.0
Episode 809, Reward: 50.0
Episode 892, Reward: 41.0
Episode 1089, Reward: 90.0
Episode 893, Reward: 36.0
Episode 810, Reward: 41.0
Episode 300, Reward: 124.0
Episode 410, Reward: 65.0
Episode 203, Reward: 500.0
Episode 356, Reward: 192.0
Episode 811, Reward: 46.0
Episode 894, Reward: 45.0
Episode 1090, Reward: 64.0
Episode 812, Reward: 59.0
Episode 411, Reward: 86.0
Episode 895, Reward: 52.0
Episode 317, Reward: 247.0
Episode 301, Reward: 125.0
Episode 813, Reward: 51.0
Episode 896, Reward: 38.0
Episode 1091, Reward: 80.0
Episode 814, Reward: 50.0
Episode 897, Reward: 46.0
Episode 412, Reward: 91.0
Episode 357, Reward: 174.0
Episode 1092, Reward: 67.0
Episode 815, Reward: 52.0
Episode 898, Reward: 52.0
Episode 1093, Reward: 70.0
Episode 302, Reward: 125.0
Episode 413, Reward: 81.0
Episode 816, Reward: 59.0
Episode 899, Reward: 42.0
Episode 1094, Reward: 62.0
Episode 318, Reward: 216.0
Episode 414, Reward: 80.0
Episode 900, Reward: 32.0
Episode 358, Reward: 183.0
Episode 817, Reward: 67.0
Episode 1095, Reward: 57.0
Episode 901, Reward: 39.0
Episode 818, Reward: 63.0
Episode 902, Reward: 46.0
Episode 303, Reward: 135.0
Episode 415, Reward: 87.0
Episode 1096, Reward: 81.0
Episode 903, Reward: 42.0
Episode 819, Reward: 57.0
Episode 1097, Reward: 60.0
Episode 904, Reward: 44.0
Episode 359, Reward: 166.0
Episode 416, Reward: 88.0
Episode 204, Reward: 500.0
Episode 905, Reward: 32.0
Episode 820, Reward: 68.0
Episode 304, Reward: 128.0
Episode 906, Reward: 34.0
Episode 1098, Reward: 90.0
Episode 417, Reward: 98.0
Episode 821, Reward: 68.0
Episode 907, Reward: 41.0
Episode 908, Reward: 35.0
Episode 319, Reward: 310.0
Episode 1099, Reward: 85.0
Episode 822, Reward: 65.0
Episode 360, Reward: 193.0
Episode 909, Reward: 43.0
Episode 418, Reward: 100.0
Episode 305, Reward: 131.0
Episode 1100, Reward: 63.0
Episode 823, Reward: 60.0
Episode 910, Reward: 50.0
Episode 824, Reward: 64.0
Episode 911, Reward: 39.0
Episode 419, Reward: 87.0
Episode 1101, Reward: 65.0
Episode 912, Reward: 44.0
Episode 306, Reward: 121.0
Episode 205, Reward: 328.0
Episode 825, Reward: 70.0
Episode 913, Reward: 38.0
Episode 1102, Reward: 67.0
Episode 420, Reward: 95.0
Episode 320, Reward: 235.0
Episode 914, Reward: 38.0
Episode 826, Reward: 70.0
Episode 307, Reward: 123.0
Episode 1103, Reward: 64.0
Episode 915, Reward: 59.0
Episode 421, Reward: 85.0
Episode 361, Reward: 350.0
Episode 827, Reward: 67.0
Episode 916, Reward: 49.0
Episode 917, Reward: 37.0
Episode 1104, Reward: 86.0
Episode 422, Reward: 85.0
Episode 828, Reward: 78.0
Episode 308, Reward: 127.0
Episode 1105, Reward: 67.0
Episode 918, Reward: 57.0
Episode 206, Reward: 268.0
Episode 1106, Reward: 60.0
Episode 919, Reward: 59.0
Episode 423, Reward: 99.0
Episode 321, Reward: 263.0
Episode 829, Reward: 72.0
Episode 920, Reward: 43.0
Episode 362, Reward: 245.0
Episode 309, Reward: 131.0
Episode 1107, Reward: 80.0
Episode 921, Reward: 56.0
Episode 830, Reward: 73.0
Episode 424, Reward: 102.0
Episode 831, Reward: 68.0
Episode 1108, Reward: 79.0
Episode 922, Reward: 63.0
Episode 310, Reward: 133.0
Episode 1109, Reward: 54.0
Episode 832, Reward: 73.0
Episode 207, Reward: 293.0
Episode 425, Reward: 95.0
Episode 923, Reward: 87.0
Episode 1110, Reward: 63.0
Episode 833, Reward: 76.0
Episode 426, Reward: 85.0
Episode 924, Reward: 107.0
Episode 311, Reward: 125.0
Episode 1111, Reward: 69.0
Episode 834, Reward: 72.0
Episode 322, Reward: 316.0
Episode 363, Reward: 354.0
Episode 925, Reward: 70.0
Episode 208, Reward: 176.0
Episode 427, Reward: 97.0
Episode 835, Reward: 69.0
Episode 1112, Reward: 85.0
Episode 926, Reward: 46.0
Episode 312, Reward: 130.0
Episode 1113, Reward: 68.0
Episode 927, Reward: 46.0
Episode 836, Reward: 70.0
Episode 428, Reward: 88.0
Episode 928, Reward: 43.0
Episode 1114, Reward: 56.0
